	control_sample_32
LOC101928978	1
NKX6-1	1
CDS1	7.5341751
WDFY3	1688.073788
WDFY3-AS2	2.5113917
ARHGAP24	153.1948937
MIR4451	17.16117662
MAPK10	2.5113917
LOC101929064	1
PTPN13	76.59744685
SLC10A6	1
C4orf36	1
LOC100506746	5.859913966
AFF1	971.4900226
KLHL8	300.5298734
HSD17B13	4.604218116
HSD17B11	1302.156596
NUDT9	62.36622721
SPARCL1	2.092826417
DSPP	1
DMP1	1
IBSP	1
MEPE	1
SPP1	1.25569585
PKD2	103.8041903
ABCG2	85.3873178
PPM1K	708.2124594
HERC6	204.6784235
HERC5	408.5197165
HERC3	1344.013125
NAP1L5	28.88100455
FAM13A-AS1	328.9923127
FAM13A	320.621007
TIGD2	48.13500758
GPRIN3	699.4225884
SNCA	17871.90047
SNCA-AS1	1
MMRN1	103.385625
CCSER1	64.87761891
LOC101929194	1
GRID2	1
ATOH1	1
LOC101929210	1
SMARCAD1	359.1290131
HPGDS	1.674261133
PDLIM5	374.6159286
BMPR1B-AS1	1
BMPR1B	4.604218116
UNC5C	2.092826417
PDHA2	1
STPG2-AS1	1
STPG2	1.25569585
RAP1GDS1	351.1762727
TSPAN5	1742.068709
EIF4E	194.2142915
METAP1	133.1037601
MIR3684	1
ADH5	323.550964
LOC100507053	20.50969888
ADH4	2.5113917
PCNAP1	1
ADH6	4.185652833
ADH1A	1
ADH1B	1
ADH1C	1
ADH7	1
C4orf17	1
TRMT10A	38.08944078
MTTP	1
DAPP1	920.0064927
LAMTOR3	259.9290409
DNAJB14	946.7946709
H2AFZ	500.6040788
LOC256880	1
DDIT4L	1
LOC101929353	1
EMCN	1
LINC01216	1
PPP3CA	707.3753288
MIR8066	6.697044533
MIR1255A	20.0911336
FLJ20021	9.627001516
BANK1	546.2276947
SLC39A8	191.7028998
NFKB1	1029.252032
MANBA	700.259719
LOC102723704	6.27847925
UBE2D3	3120.822752
LOC105377348	11.30126265
CISD2	226.8623836
SLC9B1	13.39408907
SLC9B2	66.55188005
BDH2	37.6708755
CENPE	53.99492155
LOC101929448	1
TACR3	1
CXXC4	5.859913966
LOC101929468	1.25569585
TET2	3223.371247
TET2-AS1	89.99153591
PPA2	149.0092409
ARHGEF38	3.348522266
ARHGEF38-IT1	1
INTS12	67.38901061
GSTCD	60.2734008
LOC101929529	1
NPNT	1
LOC101929577	1.674261133
TBCK	366.2446229
AIMP1	110.9198001
GIMD1	1
DKK2	3.348522266
PAPSS1	449.9576796
SGMS2	186.2615511
LOC101929595	7.5341751
CYP2U1	90.82866648
HADH	61.94766193
LEF1	847.1761334
LEF1-AS1	42.6936589
RPL34-AS1	15.0683502
RPL34	136.0337171
OSTC	144.823588
ETNPPL	1
COL25A1	2.5113917
SEC24B-AS1	10.0455668
SEC24B	513.9981679
CCDC109B	296.3442206
CASP6	89.57297063
PLA2G12A	236.0708198
CFI	1
GAR1	20.92826417
RRH	5.859913966
LRIT3	3.348522266
EGF	72.41179401
ELOVL6	28.46243927
ENPEP	3.76708755
PITX2	1
C4orf32	66.97044533
AP1AR	148.1721103
TIFA	169.1003745
ALPK1	728.7221582
NEUROG2	1
ZGRF1	136.4522824
LARP7	167.8446786
MIR367	1
MIR302D	1.674261133
MIR302A	2.5113917
MIR302C	1
MIR302B	2.929956983
ANK2	2.092826417
MIR1243	1
CAMK2D	498.5112524
ARSJ	2.929956983
UGT8	22.6025253
MIR577	1
NDST4	1
TRAM1L1	1
LINC01378	1
NDST3	1
SNHG8	41.01939776
SNORA24	2.092826417
PRSS12	25.113917
CEP170P1	1
LOC729218	38.08944078
LOC101929741	2.092826417
METTL14	213.4682945
SEC24D	167.4261133
SYNPO2	7.952740383
MYOZ2	2.092826417
LOC101929762	2.092826417
USP53	269.1374772
C4orf3	667.6116269
FABP2	1
LINC01061	2.5113917
LOC645513	71.15609816
PDE5A	628.6850555
LINC01365	1
LOC100996694	1
MAD2L1	15.48691548
PRDM5	64.87761891
NDNF	1
TNIP3	11.71982793
QRFPR	1
ANXA5	1053.110253
TMEM155	1
PP12613	1
EXOSC9	131.429499
CCNA2	15.90548077
BBS7	79.10883855
TRPC3	2.5113917
KIAA1109	4045.014898
ADAD1	1
IL2	1.674261133
IL21	1
IL21-AS1	1
CETN4P	1
BBS12	32.22952682
FGF2	9.627001516
NUDT6	2.5113917
SPATA5	282.113001
SPRY1	13.81265435
LINC01091	1
LOC101927087	1
ANKRD50	165.7518522
FAT4	22.6025253
INTU	2.929956983
SLC25A31	1
HSPA4L	5.0227834
PLK4	18.83543775
MFSD8	268.3003466
C4orf29	184.5872899
LARP1B	97.52571101
PGRMC2	127.6624114
LOC100507487	15.48691548
JADE1	740.0234209
SCLT1	742.5348126
C4orf33	61.94766193
LOC101927282	1
LOC101927305	1
LINC01256	1
LOC101927359	1
PCDH10	1
PABPC4L	1
LINC00613	1
PCDH18	1
LINC00616	1
SLC7A11-AS1	2.092826417
SLC7A11	16.74261133
LINC00499	1
NOCT	81.62023025
ELF2	824.1550428
MGARP	1
NDUFC1	97.9442763
NAA15	452.8876365
RAB33B	236.4893851
SETD7	187.9358122
MGST2	23.02109058
MAML3	135.6151518
SCOC	62.36622721
SCOC-AS1	2.5113917
CLGN	1.674261133
MGAT4D	1
ELMOD2	250.3020394
UCP1	1.25569585
TBC1D9	306.8083527
TNRC18P1	5.441348683
RNF150	1
ZNF330	200.4927707
LOC100507639	60.69196608
IL15	62.7847925
INPP4B	959.7701946
USP38	643.7534057
GAB1	300.9484387
MIR3139	6.697044533
SMARCA5	929.6334942
SMARCA5-AS1	8.78987095
GUSBP5	2.092826417
FREM3	4.185652833
GYPE	24.27678643
LOC101927636	3.348522266
GYPB	252.3948658
GYPA	174.9602884
HHIP-AS1	1
HHIP	1.25569585
ANAPC10	23.85822115
ABCE1	408.1011512
OTUD4	497.6741219
SMAD1	7.952740383
SMAD1-AS2	2.5113917
SMAD1-AS1	1
MMAA	50.227834
C4orf51	1
ZNF827	48.97213815
LINC01095	1
LSM6	71.15609816
SLC10A7	95.01431931
MIR7849	1
POU4F2	1
TTC29	1
EDNRA	1
TMEM184C	248.209213
PRMT9	135.1965865
ARHGAP10	65.71474948
MIR4799	1
NR3C2	346.1534893
LOC101927849	1
DCLK2	6.27847925
LRBA	2685.933423
MAB21L2	45.2050506
RPS3A	655.0546684
SH3D19	5.0227834
PRSS48	1
FAM160A1	12.97552378
GATB	51.48352985
LOC100996286	29.71813512
FBXW7	579.7129174
DEAR	6.697044533
MIR3140	20.0911336
DKFZP434I0714	78.69027326
TMEM154	2251.462659
TIGD4	3.348522266
ARFIP1	287.5543496
FHDC1	15.48691548
TRIM2	50.227834
ANXA2P1	1.25569585
MND1	1.674261133
KIAA0922	918.7507969
TLR2	2422.237295
RNF175	104.6413208
SFRP2	25.113917
DCHS2	4.185652833
PLRG1	268.3003466
FGB	1
FGA	1
FGG	1
LRAT	1
RBM46	1
NPY2R	1
MAP9	72.8303593
LOC102724776	1.25569585
GUCY1A3	115.9425835
GUCY1B3	113.0126265
ASIC5	1
TDO2	1
CTSO	210.5383375
PDGFC	40.1822672
GLRB	1
GRIA2	1
LOC340017	1
FAM198B	172.4488967
TMEM144	30.55526568
RXFP1	1
C4orf46	23.85822115
ETFDH	107.1527125
PPID	102.9670597
FNIP2	171.1932009
C4orf45	3.348522266
RAPGEF2	678.9128895
FSTL5	1
LOC101928052	1
NAF1	45.2050506
NPY1R	1
NPY5R	1
TKTL2	2.092826417
TMA16	97.9442763
Mar-01	735.0006375
ANP32C	1
MIR5684	1
LINC01207	1
APELA	1
TRIM61	7.115609816
FAM218A	5.441348683
TRIM60	1
TMEM192	109.6641042
KLHL2	384.2429301
GK3P	48.13500758
MSMO1	138.5451088
CPE	1.674261133
MIR578	1
LINC01179	1
LOC101928131	1
TLL1	1
SPOCK3	2.092826417
ANXA10	2.5113917
DDX60	850.5246557
DDX60L	2055.155541
PALLD	30.97383097
CBR4	190.8657692
SH3RF1	10.88269737
NEK1	166.5889828
CLCN3	795.2740383
C4orf27	37.6708755
LOC100506085	1
MFAP3L	334.8522266
AADAT	1
LOC101928223	1
LOC100506122	1
GALNTL6	1
LOC101928314	1
GALNT7	434.0521988
HMGB2	219.3282085
SAP30	39.34513663
SCRG1	7.5341751
HAND2	1
HAND2-AS1	1
LOC101928509	1
FBXO8	135.1965865
CEP44	206.3526847
HPGD	46.04218116
GLRA3	2.929956983
LOC101928551	4.185652833
ADAM29	1
GPM6A	17.99830718
LOC101928590	1.674261133
WDR17	12.5569585
SPATA4	1
ASB5	1
SPCS3	1677.19109
VEGFC	2.929956983
NEIL3	77.43457741
AGA	94.59575403
LINC01098	1
LINC01099	1
LINC00290	1
LOC90768	1
TENM3	1
DCTD	169.937505
FAM92A1P2	1
WWC2-AS2	1
WWC2	52.32066041
WWC2-AS1	1.25569585
CLDN24	1.25569585
CDKN2AIP	246.9535172
LOC389247	5.441348683
ING2	37.6708755
RWDD4	61.94766193
TRAPPC11	560.4589144
STOX2	1.25569585
ENPP6	1
LOC728175	6.697044533
LOC102723766	34.32235323
IRF2	242.7678643
LVCAT8	2.092826417
CASP3	224.3509919
PRIMPOL	62.7847925
CENPU	17.99830718
ACSL1	4980.508306
SLED1	44.36792003
LOC731424	45.62361588
MIR3945	2.092826417
LINC01093	2.092826417
MIR4455	1
HELT	1
SLC25A4	41.01939776
CFAP97	434.0521988
SNX25	140.6379352
LRP2BP	39.34513663
ANKRD37	7.5341751
UFSP2	100.0371027
C4orf47	1
CCDC110	2.5113917
PDLIM3	1
SORBS2	9.627001516
TLR3	11.71982793
FAM149A	1.25569585
FLJ38576	10.46413208
CYP4V2	262.8589979
KLKB1	35.1594838
F11	1.674261133
F11-AS1	1
MTNR1A	1
FAT1	39.34513663
LOC339975	1
LOC100506272	1
ZFP42	1
TRIML2	1
TRIML1	1
LINC01060	1
LINC01262	1
FRG1	203.841293
FRG2	1
DBET	1
PLEKHG4B	1
LRRC14B	1
CCDC127	48.13500758
SDHA	427.3551543
HRAT5	2.929956983
PDCD6	254.069127
AHRR	5.441348683
EXOC3-AS1	7.952740383
EXOC3	271.6488689
PP7080	60.69196608
SLC9A3	12.5569585
LOC100288152	17.16117662
LOC100996325	1
CEP72	38.08944078
TPPP	24.27678643
ZDHHC11	3.76708755
BRD9	225.1881224
TRIP13	3.348522266
LOC100506688	1
NKD2	1
SLC12A7	191.2843345
MIR4635	1
CTD-3080P12.3	1
SLC6A19	19.25400303
SLC6A18	1
TERT	1.25569585
MIR4457	1
CLPTM1L	389.6842788
LINC01511	1
SLC6A3	1
LPCAT1	616.5466623
MIR6075	1
SDHAP3	50.227834
LOC728613	18.41687247
MIR4277	1
MRPL36	30.1367004
NDUFS6	71.15609816
LOC101929034	1
IRX4	1
CTD-2194D22.4	1
LOC100506858	1
IRX2	1
C5orf38	1
LINC01377	1
LINC01019	1
LINC01017	1
IRX1	1
LOC101929153	1
LINC01020	1
CTD-2297D10.2	1
ADAMTS16	1.25569585
ICE1	569.6673506
FLJ33360	1.25569585
MED10	56.08774796
UBE2QL1	1
LINC01018	1
NSUN2	373.778798
SRD5A1	67.38901061
LOC100505625	2.929956983
PAPD7	172.0303314
MIR4278	1
LOC442132	1
ADCY2	1
C5orf49	1
FASTKD3	102.1299291
MTRR	224.3509919
LOC729506	1
MIR4458HG	2.929956983
LOC101929284	1
SEMA5A	15.0683502
MIR4636	1
CTD-2201E9.1	2.5113917
SNHG18	1
SNORD123	1
TAS2R1	1
LOC285692	1
FAM173B	102.9670597
CCT5	809.0866926
CMBL	23.43965587
Mar-06	1445.305923
ROPN1L-AS1	2.092826417
ROPN1L	36.41517965
MIR6131	2.5113917
LOC101929412	7.5341751
ANKRD33B	61.94766193
DAP	153.1948937
CTNND2	1.25569585
LINC01194	1
DNAH5	1.674261133
TRIO	418.146718
FAM105A	389.6842788
OTULIN	675.5643673
ANKH	590.1770495
LOC100130744	44.78648531
MIR4637	2.929956983
LOC101929454	1
FBXL7	1.25569585
CTD-2350J17.1	1
MIR887	1
Mar-11	1
LOC101929505	4.604218116
ZNF622	175.797419
FAM134B	190.8657692
LOC101929524	12.5569585
MYO10	7.5341751
LOC285696	6.27847925
BASP1	714.9095039
LOC401177	1
CDH18	1
GUSBP1	113.0126265
CDH12	1
PMCHL1	1
PRDM9	1
C5orf17	4.604218116
CDH10	1
LOC340107	1
CDH9	1
LINC01021	1
LSP1P3	1
LOC101929645	1
LOC101929660	1
LOC101929681	1
CDH6	1.674261133
DROSHA	176.6345496
C5orf22	206.3526847
PDZD2	57.34344381
MIR4279	1
GOLPH3	474.6530313
MTMR12	244.8606907
ZFR	866.4301365
MIR579	1
SUB1	311.8311361
NPR3	5.0227834
LOC340113	1
TARS	374.6159286
ADAMTS12	1
RXFP3	1
SLC45A2	1.674261133
AMACR	5.0227834
C1QTNF3-AMACR	5.441348683
C1QTNF3	18.83543775
RAI14	3.348522266
TTC23L	2.5113917
RAD1	126.4067156
BRIX1	74.92318571
DNAJC21	247.3720824
AGXT2	1
PRLR	13.81265435
SPEF2	83.71305666
IL7R	5770.759561
CAPSL	1
UGT3A1	1
UGT3A2	1
LMBRD2	231.0480364
MIR580	3.348522266
SKP2	162.8218952
NADK2	112.1754959
RANBP3L	4.604218116
SLC1A3	19.25400303
NIPBL-AS1	203.0041624
NIPBL	2364.475285
C5orf42	546.64626
NUP155	534.0893015
WDR70	266.6260855
GDNF	1
GDNF-AS1	1
EGFLAM	1.674261133
EGFLAM-AS4	1
EGFLAM-AS2	1
LIFR	1.674261133
LIFR-AS1	1
OSMR-AS1	1
LINC01265	1
OSMR	17.5797419
RICTOR	3001.113081
FYB	2893.123238
C9	1
DAB2	74.50462043
LOC101926940	1
LINC00603	1
PTGER4	431.1222418
TTC33	224.3509919
PRKAA1	1037.623337
LOC100506548	134.7780212
RPL37	2037.994364
SNORD72	5.0227834
CARD6	84.96875251
C7	1
MROH2B	1
C6	1
PLCXD3	1
OXCT1	238.5822115
OXCT1-AS1	1.674261133
C5orf51	148.5906756
FBXO4	41.43796305
LOC101926960	1
GHR	1.674261133
CCDC152	26.36961285
SEPP1	8.78987095
FLJ32255	203.0041624
LOC648987	38.92657135
ANXA2R	88.73584006
LOC153684	83.71305666
LOC100132356	48.13500758
LOC100506639	43.11222418
ZNF131	239.8379073
NIM1K	1
HMGCS1	160.3105035
CCL28	35.99661436
C5orf28	66.55188005
C5orf34	33.48522266
PAIP1	144.823588
NNT-AS1	26.36961285
NNT	598.5483551
FGF10	1
FGF10-AS1	1
BRCAT107	1
BRCAT54	1
MRPS30	163.2404605
HCN1	1.25569585
EMB	1892.333646
PARP8	2614.35876
LOC100287592	1
LOC642366	1
ISL1	1
PELO	95.01431931
ITGA1	98.36284158
ITGA2	55.2506174
MOCS2	51.48352985
LOC257396	16.74261133
FST	1
NDUFS4	39.76370191
ARL15	180.8202024
MIR581	4.604218116
LINC01033	1
HSPB3	1
SNX18	1150.217399
LOC102467080	1.674261133
ESM1	4.604218116
LOC102467081	3.348522266
GZMK	194.6328567
GZMA	169.937505
CDC20B	1
GPX8	1
MCIDAS	1
CCNO	1
DHX29	346.9906199
SKIV2L2	580.1314827
PPAP2A	24.69535172
MIR5687	1.25569585
RNF138P1	41.85652833
SLC38A9	190.4472039
DDX4	1
IL31RA	5.441348683
IL6ST	2314.666017
FLJ31104	2.092826417
ANKRD55	40.1822672
LOC102467147	13.39408907
C5orf67	2.092826417
MAP3K1	3868.798914
SETD9	15.90548077
MIER3	215.1425556
GPBP1	1128.033439
ACTBL2	1
LINCR-0003	1
LOC101928505	1
LOC101928539	1
LOC101928569	1
PLK2	9.627001516
GAPT	240.6750379
LOC101928600	1.674261133
RAB3C	1.25569585
PDE4D	422.7509361
PART1	15.48691548
DEPDC1B	6.27847925
ELOVL7	186.2615511
ERCC8	69.06327175
NDUFAF2	15.90548077
SMIM15	170.3560703
CTC-436P18.1	1.674261133
ZSWIM6	430.7036765
C5orf64	1
LOC101928651	1
LOC100506526	1
KIF2A	991.1625909
DIMT1	227.2809488
IPO11	149.8463714
LRRC70	33.48522266
HTR1A	1
RNF180	1
RGS7BP	1
FAM159B	1.674261133
SREK1IP1	268.7189119
CWC27	126.8252808
ADAMTS6	33.48522266
CENPK	87.48014421
PPWD1	408.5197165
TRIM23	438.6564169
TRAPPC13	143.5678922
SGTB	421.9138056
NLN	51.48352985
ERBB2IP	3089.848921
LOC100303749	23.43965587
SREK1	926.284972
LOC101928769	1
MAST4	202.1670318
LOC101928794	1
CD180	164.0775911
LOC101928858	1
LOC102467655	1
PIK3R1	1369.127042
LOC101928885	1
SLC30A5	352.4319685
CCNB1	17.99830718
CENPH	26.36961285
MRPS36	56.08774796
CDK7	93.34005818
CCDC125	231.885167
AK6	22.18396002
TAF9	74.92318571
RAD17	204.2598583
MARVELD2	1
OCLN	2.5113917
GTF2H2C	1.674261133
GTF2H2C_2	1
LOC100272216	7.5341751
GUSBP3	5.859913966
SMA4	25.53248228
GTF2H2B	26.36961285
SMA5	1
LOC441081	13.81265435
GUSBP9	34.74091851
NAIP	336.5264878
GTF2H2	25.113917
LOC647859	5.0227834
PMCHL2	1
BDP1	1256.114415
MCCC2	127.6624114
CARTPT	1
MAP1B	407.2640207
MIR4803	1
MRPS27	185.8429858
PTCD2	38.50800606
ZNF366	17.5797419
LOC102503427	1
LOC102477328	1
TNPO1	2038.831495
MIR4804	3.348522266
FCHO2	380.0572772
TMEM171	1.674261133
TMEM174	1
FOXD1	1
LINC01386	1
BTF3	938.0047999
ANKRA2	185.0058552
UTP15	143.9864575
ARHGEF28	9.208436233
LINC01335	1
LINC01333	1
LINC01331	1
ENC1	84.13162195
HEXB	389.6842788
GFM2	197.981379
NSA2	194.2142915
FAM169A	231.4666017
GCNT4	199.6556401
LINC01336	37.6708755
ANKRD31	10.88269737
HMGCR	647.5204933
COL4A3BP	899.0782286
POLK	269.5560425
ANKDD1B	9.627001516
POC5	78.69027326
SV2C	9.208436233
IQGAP2	2161.889688
F2RL2	55.66918268
NCRUPAR	1
F2R	195.4699873
F2RL1	172.0303314
S100Z	24.27678643
CRHBP	1.674261133
AGGF1	392.1956705
ZBED3	6.27847925
SNORA47	2.929956983
ZBED3-AS1	3.76708755
PDE8B	20.50969888
WDR41	141.893631
OTP	1
TBCA	43.53078946
LOC101929154	1.25569585
AP3B1	882.3356172
SCAMP1-AS1	41.85652833
SCAMP1	442.4235045
LHFPL2	195.4699873
ARSB	165.7518522
DMGDH	1
BHMT2	1
BHMT	1
JMY	300.5298734
HOMER1	18.83543775
PAPD4	804.9010398
CMYA5	11.30126265
LINC01455	1
MTX3	248.6277783
THBS4	27.20674342
CTD-2201I18.1	33.06665738
SERINC5	732.0706805
LOC644936	1
SPZ1	1
CRSP8P	1
ZFYVE16	1058.551601
FAM151B	20.92826417
ANKRD34B	15.0683502
LINC01337	1
DHFR	66.55188005
MTRNR2L2	1
MSH3	236.0708198
RASGRF2-AS1	2.092826417
RASGRF2	295.0885247
CKMT2	28.04387398
CKMT2-AS1	23.85822115
ZCCHC9	94.17718875
ACOT12	1
SSBP2	326.0623557
ATG10	29.29956983
RPS23	2494.230523
ATP6AP1L	9.627001516
LINC01338	1
TMEM167A	735.0006375
SCARNA18	4.604218116
XRCC4	42.6936589
VCAN	5557.291267
HAPLN1	1
EDIL3	12.97552378
NBPF22P	1
COX7C	128.9181073
MIR3607	3.348522266
LOC100505878	1.25569585
MIR4280	1
LOC101929380	1
LOC55338	1.25569585
RASA1	946.7946709
LOC644285	161.1476341
CCNH	353.2690991
TMEM161B	264.1146938
TMEM161B-AS1	44.78648531
LOC102546226	1
LINC00461	1
MEF2C	712.8166775
MEF2C-AS1	15.48691548
LINC01339	1
CETN3	20.50969888
LOC731157	4.185652833
MBLAC2	106.7341472
POLR3G	26.78817813
LYSMD3	360.8032742
ADGRV1	12.97552378
LUCAT1	344.8977934
ARRDC3	2366.986677
ARRDC3-AS1	56.92487853
NR2F1-AS1	1
NR2F1	1
MIR548AO	1.25569585
FAM172A	349.9205768
POU5F2	38.08944078
KIAA0825	171.1932009
ANKRD32	185.8429858
MCTP1	452.8876365
FAM81B	3.348522266
TTC37	970.2343267
ARSK	46.04218116
GPR150	4.185652833
RFESD	17.5797419
SPATA9	17.99830718
RHOBTB3	121.3839322
GLRX	146.9164144
LINC01554	2.092826417
ELL2	156.1248507
LOC101929710	1
MIR583	1
PCSK1	7.5341751
CAST	1242.301761
ERAP1	1045.157512
ERAP2	1219.699236
LNPEP	1899.867821
LIX1	52.7392257
RIOK2	176.6345496
LINC01340	1
RGMB	61.11053136
RGMB-AS1	1.674261133
CHD1	1678.028221
LOC100289230	145.2421533
CTD-2151A2.1	1
LOC100133050	1
FAM174A	79.52740383
ST8SIA4	1894.845038
MIR548P	9.627001516
SLCO4C1	170.3560703
SLCO6A1	1
LINC00492	1
LINC00491	1
PAM	199.6556401
GIN1	53.57635626
PPIP5K2	926.7035373
C5orf30	58.59913966
LOC102467212	1
NUDT12	19.67256832
RAB9BP1	1
LOC102467213	1
EFNA5	1.25569585
FBXL17	161.5661994
LINC01023	1
FER	187.9358122
PJA2	2154.355513
MAN2A1	1035.111946
LOC100289673	1
TMEM232	7.115609816
SLC25A46	436.1450252
TSLP	1
WDR36	507.7196887
CAMK4	372.1045369
STARD4	246.9535172
STARD4-AS1	34.32235323
NREP	57.7620091
NREP-AS1	1
EPB41L4A-AS1	63.62192306
SNORA13	2.929956983
EPB41L4A	71.15609816
LOC101927023	2.5113917
EPB41L4A-AS2	1
LOC102467214	1
LOC102467216	1
APC	1237.278977
SRP19	126.4067156
REEP5	395.1256274
DCP2	2867.172191
MCC	206.3526847
TSSK1B	1
YTHDC2	498.9298177
KCNN2	1
LOC101927078	1
TRIM36	11.30126265
PGGT1B	339.87501
CCDC112	43.11222418
FEM1C	339.87501
LOC101927100	12.97552378
TMED7	524.8808653
LOC102467217	1
CDO1	1
ATG12	376.2901897
AP3S1	146.4978492
LVRN	1.25569585
ARL14EPL	1
COMMD10	128.0809767
LOC101927190	41.85652833
SEMA6A	75.341751
SEMA6A-AS1	17.5797419
LOC102467223	1
LINC00992	1
LOC102467224	1.25569585
HNCAT21	1
HRAT56	1
LOC102467225	1
DTWD2	71.15609816
DMXL1	1267.415678
MIR5706	3.76708755
TNFAIP8	925.4478414
HSD17B4	542.0420419
FAM170A	1
PRR16	1
LOC102467226	1
FTMT	1
SRFBP1	100.8742333
LOX	10.46413208
ZNF474	1.25569585
LOC100505841	1
SNCAIP	1
MGC32805	1
LOC101927379	1
SNX2	658.4031907
SNX24	23.85822115
PPIC	1
PRDM6	1
CEP120	612.3610095
CSNK1G3	264.9518243
LINC01170	1
ZNF608	29.29956983
LOC101927421	1
LOC101927460	1
LOC102546228	1
LOC101927488	1
GRAMD3	30.55526568
ALDH7A1	6.27847925
PHAX	166.5889828
TEX43	1
LMNB1	253.6505617
Mar-03	77.43457741
C5orf63	84.96875251
MEGF10	1
PRRC1	214.7239903
CTXN3	1
LINC01184	116.3611488
SLC12A2	194.2142915
FBN2	61.11053136
SLC27A6	1
ISOC1	72.41179401
MIR4633	1
MIR4460	1
ADAMTS19-AS1	1
ADAMTS19	1
KIAA1024L	1
CHSY3	1
HINT1	175.3788537
LYRM7	195.051422
CDC42SE2	3198.25733
RAPGEF6	1719.466184
FNIP1	1028.414901
MEIKIN	3.76708755
ACSL6	300.1113081
IL3	1
CSF2	1
P4HA2-AS1	1
P4HA2	1.674261133
PDLIM4	2.092826417
SLC22A4	206.77125
LOC553103	23.43965587
MIR3936	1.674261133
SLC22A5	102.9670597
C5orf56	71.99322873
IRF1	2789.319048
IL5	1
RAD50	313.0868319
TH2LCRR	2.929956983
IL13	1
IL4	2.092826417
KIF3A	161.5661994
CCNI2	15.0683502
Sep-08	44.78648531
SOWAHA	1
SHROOM1	7.115609816
GDF9	3.348522266
UQCRQ	47.7164423
LEAP2	21.34682945
AFF4	1009.998029
ZCCHC10	32.22952682
HSPA4	571.3416117
FSTL4	2.092826417
MIR1289-2	1
WSPAR	1
C5orf15	285.8800885
VDAC1	410.1939776
TCF7	418.5652833
SKP1	1290.436768
PPP2CA	710.3052858
CDKL3	10.0455668
UBE2B	700.259719
CDKN2AIPNL	39.76370191
LOC102546229	1
LOC101927934	1
JADE2	506.8825581
SAR1B	295.50709
SEC24A	201.3299013
CAMLG	130.1738031
DDX46	651.7061461
C5orf24	203.841293
TXNDC15	159.8919382
PCBD2	33.90378795
MIR4461	1
CATSPER3	5.0227834
PITX1	1.674261133
C5orf66	63.20335778
C5orf66-AS1	1
C5orf66-AS2	1
H2AFY	769.3229907
DCANP1	4.185652833
TIFAB	5.441348683
NEUROG1	1
CXCL14	1
LOC340074	1
SLC25A48	1
IL9	1
FBXL21	1
LECT2	1
TGFBI	552.0876087
VTRNA2-1	1
SMAD5-AS1	10.46413208
SMAD5	312.2497014
LOC389332	1.25569585
TRPC7	1
SPOCK1	4.185652833
KLHL3	91.66579705
MIR874	1.25569585
HNRNPA0	452.4690713
NPY6R	12.13839322
MYOT	21.34682945
PKD2L2	25.95104757
FAM13B	660.4960171
WNT8A	1
NME5	1
BRD8	195.4699873
KIF20A	21.76539473
CDC23	216.3982515
GFRA3	1
CDC25C	1.25569585
FAM53C	367.5003187
KDM3B	993.2554173
REEP2	2.092826417
EGR1	5.441348683
ETF1	501.8597747
HSPA9	961.0258905
SNORD63	1.674261133
CTNNA1	674.7272367
LRRTM2	26.78817813
SIL1	69.06327175
MATR3	1957.211265
SNHG4	7.952740383
SNORA74A	5.441348683
PAIP2	408.1011512
SLC23A1	20.0911336
MZB1	23.02109058
PROB1	5.859913966
SPATA24	7.952740383
DNAJC18	40.60083248
ECSCR	1
TMEM173	136.8708476
UBE2D2	403.9154984
CXXC5	88.73584006
LOC101929696	1
PSD2	1
NRG2	1
LINC01024	13.39408907
PURA	286.2986538
IGIP	176.2159843
LOC101929719	3.348522266
CYSTM1	109.2455389
PFDN1	51.06496456
HBEGF	1.25569585
SLC4A9	2.092826417
ANKHD1-EIF4EBP3	4.604218116
ANKHD1	75.341751
EIF4EBP3	1.674261133
SRA1	123.8953239
APBB3	79.52740383
SLC35A4	33.90378795
CD14	735.0006375
TMCO6	72.8303593
NDUFA2	102.9670597
IK	815.3651719
WDR55	149.8463714
DND1	37.25231021
HARS	219.3282085
HARS2	212.2125986
ZMAT2	1070.271429
VTRNA1-1	1
VTRNA1-3	1
PCDHA1	1
PCDHA2	1
PCDHA3	1
PCDHA4	1
PCDHA5	1
PCDHA6	1
PCDHA7	1
PCDHA8	1
PCDHA9	1
PCDHA10	1
PCDHA11	1
PCDHA12	1
PCDHA13	1
PCDHAC1	1
PCDHAC2	1
LOC101926905	1
PCDHB1	1
PCDHB2	2.092826417
PCDHB3	1
PCDHB4	1
PCDHB5	1
PCDHB6	1
PCDHB17P	1
PCDHB7	1
PCDHB8	1
PCDHB16	1
PCDHB9	1
PCDHB10	1
PCDHB11	1
PCDHB12	1
PCDHB13	1
PCDHB14	1
PCDHB18P	1
PCDHB19P	1
PCDHB15	1.674261133
SLC25A2	2.092826417
TAF7	480.9315105
PCDHGA1	3.76708755
PCDHGA2	3.348522266
PCDHGA3	1
PCDHGB1	3.348522266
PCDHGA4	2.929956983
PCDHGB2	11.71982793
PCDHGA5	5.441348683
PCDHGB3	14.64978492
PCDHGA6	7.115609816
PCDHGA7	5.859913966
PCDHGB4	6.697044533
PCDHGA8	6.27847925
PCDHGB5	9.627001516
PCDHGA9	4.604218116
PCDHGB6	10.0455668
PCDHGA10	14.23121963
PCDHGB7	18.41687247
PCDHGA11	14.64978492
PCDHGB8P	10.0455668
PCDHGA12	1.674261133
PCDHGC3	2.929956983
PCDHGC4	3.76708755
