	control_sample_28
RPP21	1
HLA-E	14784.9247
GNL1	170.6175298
PRR3	30.84610709
ABCF1	215.9227496
PPP1R10	323.8841244
MRPS18B	185.0766425
ATAT1	9.639408465
C6orf136	30.84610709
DHX16	319.0644202
PPP1R18	439.557026
NRM	30.84610709
MDC1	55.9085691
TUBB	887.7895196
FLOT1	594.7515023
IER3	55.9085691
LINC00243	58.80039164
DDR1	1
GTF2H4	17.35093524
VARS2	48.19704232
SFTA2	1
DPCR1	1
MUC21	1
MUC22	1
HCG22	1
C6orf15	1
PSORS1C1	1
CDSN	1
PSORS1C2	1
CCHCR1	30.84610709
TCF19	36.62975217
POU5F1	1.927881693
PSORS1C3	1.927881693
HCG27	461.7276655
HLA-C	8046.978186
HLA-B	17306.59396
MICA	106.0334931
HCP5	1196.25059
HCG26	76.15132687
MICB	147.4829495
MCCD1	2.891822539
DDX39B	1
SNORD117	1.927881693
SNORD84	13.49517185
ATP6V1G2	5.783645079
NFKBIL1	30.84610709
LTA	2.891822539
TNF	21.20669862
LTB	639.0927812
LST1	924.4192718
NCR3	46.26916063
AIF1	676.6864742
PRRC2A	181.2208791
SNORA38	1
MIR6832	1
BAG6	347.0187047
APOM	24.09852116
C6orf47	294.0019582
GPANK1	118.5647241
CSNK2B	65.54797756
LY6G5B	8.675467618
LY6G5C	1
ABHD16A	390.3960428
MIR4646	1
LY6G6F	71.33162264
LY6G6E	16.38699439
LY6G6D	1
LY6G6C	1
C6orf25	35.66581132
DDAH2	138.8074819
CLIC1	3061.476128
MSH5	1.927881693
MSH5-SAPCD1	1
VWA7	3.855763386
VARS	80.00709026
LSM2	5.783645079
HSPA1L	68.4398001
HSPA1A	406.7830372
HSPA1B	103.1416706
C6orf48	292.0740765
SNORD48	1.927881693
SNORD52	4.819704232
NEU1	266.0476736
SLC44A4	6.747585925
EHMT2	92.53832126
C2	17.35093524
ZBTB12	1.927881693
C2-AS1	1
CFB	14.4591127
NELFE	161.9420622
SKIV2L	178.3290566
DXO	20.24275778
STK19	30.84610709
CYP21A2	1
TNXB	12.531231
ATF6B	145.5550678
FKBPL	11.56729016
PRRT1	1
LOC100507547	1
PPT2	7.711526772
PPT2-EGFL8	1
EGFL8	1
AGPAT1	39.52157471
RNF5P1	1
AGER	40.48551555
PBX2	494.5016542
GPSM3	219.778513
NOTCH4	16.38699439
C6orf10	4.819704232
HCG23	1
BTNL2	3.855763386
HLA-DRA	2971.82963
HLA-DRB5	64.58403671
HLA-DRB6	4.819704232
HLA-DRB1	1117.207441
HLA-DQA1	501.2492402
HLA-DQB1	1431.452157
HLA-DQA2	1
HLA-DQB2	1
HLA-DOB	103.1416706
TAP2	801.9987843
PSMB8	918.6356267
PSMB8-AS1	295.9298399
TAP1	1274.329799
PSMB9	899.3568098
LOC100294145	96.39408465
HLA-DMB	767.2969138
HLA-DMA	280.5067863
BRD2	656.4437165
HLA-DOA	198.5718144
HLA-DPA1	1589.538456
HLA-DPB1	938.8783845
HLA-DPB2	1
COL11A2	5.783645079
RXRB	202.4275778
SLC39A7	171.5814707
HSD17B8	15.42305354
MIR219A1	1
RING1	74.22344518
HCG25	8.675467618
VPS52	121.4565467
RPS18	2448.40975
B3GALT4	136.8796002
WDR46	213.9948679
PFDN6	39.52157471
RGL2	466.5473697
TAPBP	434.7373218
ZBTB22	75.18738603
DAXX	48.19704232
KIFC1	9.639408465
PHF1	166.7617664
CUTA	108.9253157
SYNGAP1	15.42305354
ZBTB9	26.02640286
BAK1	184.1127017
GGNBP1	1
LINC00336	1
ITPR3	177.3651158
UQCC2	38.55763386
MIR3934	2.891822539
IP6K3	1
LEMD2	282.434668
MLN	1
LINC01016	1.927881693
MIR1275	1
GRM4	1.927881693
HMGA1	26.9903437
MIR6835	1
C6orf1	33.73792963
NUDT3	3.855763386
RPS10	6.747585925
PACSIN1	2.891822539
SPDEF	1
C6orf106	571.616922
SNRPC	26.9903437
UHRF1BP1	267.0116145
TAF11	150.3747721
ANKS1A	173.5093524
TCP11	1
SCUBE3	80.00709026
ZNF76	124.3483692
DEF6	632.3451953
PPARD	35.66581132
FANCE	47.23310148
RPL10A	2062.833411
MIR7111	1
TEAD3	4.819704232
TULP1	1
FKBP5	911.8880408
MIR5690	4.819704232
LOC285847	7.711526772
ARMC12	2.891822539
CLPSL2	1
CLPSL1	1
CLPS	1
LHFPL5	1.927881693
SRPK1	819.3497195
SLC26A8	102.1777297
MAPK14	2997.856033
MAPK13	206.2833411
BRPF3	90.61043957
PNPLA1	20.24275778
C6orf222	1
ETV7	36.62975217
PXT1	1
KCTD20	1554.836585
STK38	1759.192045
SRSF3	1269.510095
MIR3925	1
PANDAR	1
CDKN1A	64.58403671
RAB44	69.40374095
CPNE5	21.20669862
PPIL1	55.9085691
C6orf89	633.3091361
PI16	23.13458032
MTCH1	354.7302315
FGD2	229.4179215
PIM1	3121.240461
TMEM217	2.891822539
TBC1D22B	181.2208791
RNF8	108.9253157
CMTR1	380.7566344
CCDC167	24.09852116
LOC100505530	37.59369301
MIR4462	1
MDGA1	44.34127894
ZFAND3	300.7495441
BTBD9	275.6870821
GLO1	248.6967384
DNAH8	14.4591127
LOC100131047	1
GLP1R	1
SAYSD1	152.3026537
KCNK5	7.711526772
KCNK17	1
KCNK16	1
KIF6	1.927881693
DAAM2	4.819704232
LOC100505635	1
MOCS1	17.35093524
LINC00951	1
TDRG1	1
LRFN2	1
LOC101929555	2.891822539
UNC5CL	22.17063947
TSPO2	19.27881693
APOBEC2	48.19704232
OARD1	87.71861703
NFYA	522.4559388
ADCY10P1	153.2665946
TREML1	92.53832126
TREM2	1
TREML2	443.4127894
TREML3P	8.675467618
TREML4	43.37733809
TREML5P	8.675467618
TREM1	1210.709703
NCR2	1
LINC01276	1.927881693
FOXP4-AS1	5.783645079
FOXP4	1
MDFI	1
TFEB	109.8892565
PGC	3.855763386
FRS3	11.56729016
PRICKLE4	14.4591127
TOMM6	189.8963468
USP49	116.6368424
MED20	91.57438042
BYSL	51.08886486
CCND3	899.3568098
TAF8	204.3554595
C6orf132	2.891822539
GUCA1A	1.927881693
GUCA1B	11.56729016
MRPS10	226.5260989
TRERF1	320.028361
UBR2	3714.064082
PRPH2	27.95428455
ATP6V0CP3	1
TBCC	324.8480653
GLTSCR1L	450.1603753
RPL7L1	186.0405834
C6orf226	8.675467618
PTCRA	55.9085691
CNPY3	334.4874737
GNMT	6.747585925
PEX6	112.781079
PPP2R5D	54.94462825
MEA1	82.8989128
KLHDC3	178.3290566
RRP36	135.9156594
CUL7	70.36768179
MRPL2	20.24275778
KLC4	50.12492402
PTK7	26.9903437
SRF	117.6007833
CUL9	175.4372341
DNPH1	15.42305354
TTBK1	1
SLC22A7	1
CRIP3	6.747585925
ZNF318	295.9298399
ABCC10	101.2137889
MIR6780B	1
DLK2	9.639408465
TJAP1	42.41339725
LRRC73	1
YIPF3	186.0405834
POLR1C	76.15132687
XPO5	171.5814707
POLH	272.7952596
GTPBP2	160.0141805
MAD2L1BP	126.2762509
RSPH9	11.56729016
MRPS18A	85.79073534
VEGFA	40.48551555
LINC01512	1
LOC101929705	1
C6orf223	1
MRPL14	52.05280571
TMEM63B	391.3599837
CAPN11	2.891822539
SLC29A1	21.20669862
HSP90AB1	903.2125732
SLC35B2	106.997434
NFKBIE	141.6993044
TMEM151B	1
TCTE1	1.927881693
AARS2	86.75467618
SPATS1	1.927881693
CDC5L	713.3162264
MIR4642	1
SUPT3H	52.05280571
MIR586	1
RUNX2	234.2376257
CLIC5	34.70187047
ENPP4	232.309744
ENPP5	49.16098317
RCAN2	8.675467618
LOC101926915	1
LOC101926898	1
CYP39A1	1
SLC25A27	1.927881693
TDRD6	38.55763386
PLA2G7	93.50226211
ANKRD66	1
MEP1A	2.891822539
ADGRF5	1
LOC101926962	1
ADGRF1	1
TNFRSF21	11.56729016
CD2AP	434.7373218
ADGRF2	1
ADGRF4	1
OPN5	1
PTCHD4	1
MUT	171.5814707
CENPQ	26.02640286
GLYATL3	1
C6orf141	1
RHAG	50.12492402
CRISP2	1
CRISP3	51.08886486
PGK2	1
LOC101927020	1
LOC101927048	1
CRISP1	1.927881693
DEFB133	1
DEFB114	1
DEFB113	1
DEFB110	1
DEFB112	1
TFAP2D	1
TFAP2B	1
PKHD1	5.783645079
LOC101927082	1
MIR206	1
LINCMD1	1
IL17A	1
IL17F	1
MCM3	241.9491525
PAQR8	155.1944763
EFHC1	58.80039164
TRAM2	69.40374095
TRAM2-AS1	21.20669862
LOC730101	3.855763386
TMEM14A	25.06246201
GSTA7P	1
GSTA2	1
GSTA1	1
GSTA5	1
GSTA3	1
GSTA4	11.56729016
ICK	152.3026537
FBXO9	1286.86103
GCM1	6.747585925
ELOVL5	1728.345938
MIR5685	5.783645079
RPS16P5	227.4900398
GCLC	344.1268822
LOC101927136	1
LINC01564	1
KLHL31	2.891822539
LRRC1	20.24275778
LOC101927189	1
MLIP-IT1	1
MLIP	1
TINAG	1
FAM83B	1
HCRTR2	1
GFRAL	1
HMGCLL1	1
BMP5	1
COL21A1	1.927881693
RNU6-71P	1
DST	261.2279694
LOC101930010	1
BEND6	1
KIAA1586	176.4011749
ZNF451	1342.769599
LOC101927211	15.42305354
BAG2	35.66581132
RAB23	34.70187047
LOC100506188	1
PRIM2	80.00709026
MIR548U	1
GUSBP4	59.76433248
MTRNR2L9	1
KHDRBS2	9.639408465
LGSN	8.675467618
PTP4A1	371.1172259
PHF3	2221.883651
EYS	187.9684651
LOC441155	10.60334931
SLC25A51P1	1
LOC102723883	1
LOC101928280	1
LOC101928307	1
ADGRB3	6.747585925
LMBRD1	498.3574176
COL19A1	144.591127
COL9A1	1
EVADR	1
FAM135A	201.4636369
SDHAF4	16.38699439
SMAP1	235.2015665
B3GAT2	1
OGFRL1	1645.447025
LINC00472	1
LOC102724000	1
RIMS1	1
KCNQ5	25.06246201
KCNQ5-IT1	17.35093524
MIR4282	1
KCNQ5-AS1	2.891822539
KHDC1L	1
KHDC1	6.747585925
DPPA5	1
KHDC3L	1
OOEP	1
DDX43	19.27881693
MB21D1	162.9060031
MTO1	314.244716
EEF1A1	35553.99418
SLC17A5	162.9060031
LOC101928489	2.891822539
CD109	25.06246201
LOC101928516	1
COL12A1	1.927881693
COX7A2	162.9060031
TMEM30A	2216.100006
LOC100506804	16.38699439
FILIP1	3.855763386
LOC101928540	1
SENP6	1078.649807
MYO6	70.36768179
IMPG1	1
HTR1B	2.891822539
MEI4	1
IRAK1BP1	21.20669862
PHIP	2531.308663
HMGN3	130.1320143
HMGN3-AS1	21.20669862
LOC80078	1
LCA5	8.675467618
SH3BGRL2	1208.781821
C6orf7	1
ELOVL4	8.675467618
TTK	13.49517185
BCKDHB	82.8989128
FAM46A	562.9414543
LINC01526	1
IBTK	557.1578093
TPBG	1
UBE3D	35.66581132
DOPEY1	588.9678572
PGM3	214.9588088
RWDD2A	14.4591127
ME1	9.639408465
PRSS35	1
SNAP91	1
RIPPLY2	1
CYB5R4	1182.755419
MRAP2	1
CEP162	165.7978256
LINC01611	1
LOC102724201	1
TBX18	1
NT5E	49.16098317
SNX14	587.0399755
SYNCRIP	877.1861703
SNHG5	84.82679449
SNORD50A	5.783645079
SNORD50B	7.711526772
HTR1E	1
CGA	1
ZNF292	2351.051725
GJB7	19.27881693
SMIM8	92.53832126
C6orf163	56.87250994
LINC01590	15.42305354
C6orf165	1.927881693
SLC35A1	267.9755553
RARS2	192.7881693
ORC3	130.1320143
AKIRIN2	139.7714227
LOC101928911	1
SPACA1	1
CNR1	32.77398878
LOC101928936	1
RNGTT	379.7926935
PNRC1	1175.043892
SRSF12	32.77398878
PM20D2	146.5190087
GABRR1	1
GABRR2	19.27881693
UBE2J1	1574.115402
RRAGD	287.2543723
ANKRD6	67.47585925
LYRM2	154.2305354
LOC101929057	16.38699439
MDN1	870.4385844
CASP8AP2	505.1050036
GJA10	1
BACH2	217.8506313
MIR4464	1
MAP3K7	666.0831249
CASC6	1
EPHA7	1
TSG1	1.927881693
MANEA-AS1	82.8989128
MANEA	237.1294482
FUT9	1
UFL1	452.088257
FHL5	1
GPR63	7.711526772
NDUFAF4	40.48551555
KLHL32	23.13458032
MIR548H3	1
MMS22L	179.2929974
LOC101927314	1.927881693
MIR2113	1
POU3F2	1
FBXL4	474.2588965
FAXC	2.891822539
COQ3	18.31487608
PNISR	1293.608616
LOC101927365	40.48551555
USP45	196.6439327
TSTD3	21.20669862
CCNC	287.2543723
PRDM13	1
MCHR2	1
MCHR2-AS1	1
SIM1	1.927881693
ASCC3	1002.49848
GRIK2	2.891822539
HACE1	137.843541
LINC00577	1
LIN28B	1
BVES	1
BVES-AS1	1
POPDC3	1
PREP	137.843541
PRDM1	236.1655074
ATG5	250.6246201
AIM1	1624.240326
RTN4IP1	47.23310148
QRSL1	178.3290566
LOC100422737	1
C6orf203	49.16098317
BEND3	10.60334931
PDSS2	53.01674656
SOBP	2.891822539
SCML4	347.0187047
SEC63	299.7856033
OSTM1	707.5325813
NR2E1	1.927881693
SNX3	2038.73489
LACE1	30.84610709
FOXO3	2569.866297
LINC00222	1
ARMC2	52.05280571
ARMC2-AS1	6.747585925
SESN1	279.5428455
CEP57L1	55.9085691
LOC100996634	4.819704232
CCDC162P	1
CD164	2131.273212
PPIL6	1.927881693
SMPD2	50.12492402
MICAL1	254.4803835
ZBTB24	287.2543723
AK9	104.1056114
FIG4	346.0547639
GPR6	1
WASF1	15.42305354
CDC40	432.8094401
METTL24	1
DDO	9.639408465
SLC22A16	29.88216624
CDK19	437.6291443
AMD1	1496.036194
GTF3C6	109.8892565
RPF2	66.51191841
GSTM2P1	1
SLC16A10	16.38699439
KIAA1919	170.6175298
REV3L	769.2247955
TRAF3IP2-AS1	65.54797756
TRAF3IP2	38.55763386
FYN	999.6066578
WISP3	1.927881693
TUBE1	90.61043957
FAM229B	5.783645079
LAMA4	3.855763386
LOC101927640	1
RFPL4B	1
LOC101927686	1
MARCKS	944.6620296
LINC01268	19.27881693
FLJ34503	1
HDAC2	107.9613748
LOC101927768	5.783645079
HS3ST5	1
FRK	1.927881693
TPI1P3	1.927881693
NT5DC1	121.4565467
COL10A1	142.6632453
TSPYL4	72.29556349
TSPYL1	578.3645079
DSE	849.2318858
FAM26F	84.82679449
TRAPPC3L	9.639408465
FAM26E	16.38699439
FAM26D	1
RWDD1	76.15132687
RSPH4A	2.891822539
ZUFSP	96.39408465
KPNA5	166.7617664
FAM162B	1
GPRC6A	1
RFX6	1
VGLL2	1
ROS1	1
DCBLD1	22.17063947
GOPC	430.8815584
LOC101927919	1
NUS1	211.1030454
SLC35F1	1.927881693
CEP85L	801.9987843
BRD7P3	59.76433248
PLN	41.4494564
LOC100287632	1
MCM9	357.622054
ASF1A	345.090823
FAM184A	38.55763386
MIR548B	1
MAN1A1	1182.755419
LOC285762	1
TBC1D32	138.8074819
GJA1	1.927881693
HSF2	110.8531973
SERINC1	2776.149638
PKIB	4.819704232
FABP7	1
SMPDL3A	83.86285364
CLVS2	1
TRDN	2.891822539
HRAT13	1
NKAIN2	1.927881693
RNF217-AS1	1.927881693
RNF217	62.65615502
TPD52L1	1.927881693
HDDC2	58.80039164
LOC643623	1
HEY2	1
NCOA7	391.3599837
NCOA7-AS1	4.819704232
HINT3	201.4636369
TRMT11	106.0334931
MIR5695	1.927881693
CENPW	5.783645079
MIR588	1
RSPO3	1
RNF146	570.6529811
ECHDC1	376.900871
SOGA3	16.38699439
KIAA0408	1.927881693
C6orf58	1
THEMIS	623.6697277
PTPRK	52.05280571
LOC101928140	11.56729016
LAMA2	26.02640286
ARHGAP18	532.0953473
TMEM244	9.639408465
L3MBTL3	324.8480653
SAMD3	350.8744681
TMEM200A	21.20669862
SMLR1	2.891822539
EPB41L2	69.40374095
AKAP7	133.9877777
ARG1	91.57438042
MED23	781.7560265
ENPP3	23.13458032
OR2A4	1.927881693
CTAGE9	3.855763386
ENPP1	2.891822539
CTGF	1
LINC01013	1.927881693
MOXD1	5.783645079
STX7	1349.517185
TAAR9	1
TAAR8	1
TAAR6	1
TAAR5	1
TAAR3	1
TAAR2	1
TAAR1	1
VNN1	346.0547639
VNN3	360.5138766
VNN2	6707.10041
SLC18B1	215.9227496
RPS12	4549.800795
SNORD101	4.819704232
SNORD100	7.711526772
SNORA33	5.783645079
LINC00326	1
EYA4	1
TARID	1
LINC01312	1
TCF21	1
TBPL1	252.5525018
SLC2A12	41.4494564
HMGA1P7	1
SGK1	788.5036124
LOC101928231	1
LINC01010	1
LOC101928304	1
ALDH8A1	5.783645079
HBS1L	454.0161387
MIR3662	1.927881693
MYB	68.4398001
AHI1	63.62009587
LINC00271	1
PDE7B	20.24275778
MTFR2	3.855763386
BCLAF1	2758.798703
MAP7	23.13458032
MAP3K5	1501.819839
LOC101928461	51.08886486
PEX7	31.81004793
SLC35D3	5.783645079
NHEG1	1
IL20RA	1
IL22RA2	4.819704232
IFNGR1	2642.16186
OLIG3	1
LOC102723649	1
LOC100507406	1
LOC100130476	43.37733809
TNFAIP3	289.1822539
PERP	17.35093524
ARFGEF3	4.819704232
PBOV1	1
HEBP2	283.3986089
NHSL1	17.35093524
MIR3145	1
FLJ46906	7.711526772
LOC100507462	2.891822539
CCDC28A	251.5885609
ECT2L	30.84610709
REPS1	245.8049159
ABRACL	178.3290566
HECA	1869.081301
TXLNB	21.20669862
CITED2	120.4926058
LOC645434	1.927881693
LOC100132735	1
LOC100507477	1
LOC103352541	1
NMBR	1
VTA1	278.5789046
ADGRG6	6.747585925
LOC153910	2.891822539
HIVEP2	1025.633061
LINC01277	4.819704232
AIG1	122.4204875
ADAT2	84.82679449
PEX3	125.31231
FUCA2	156.1584171
LOC285740	78.07920857
PHACTR2	512.8165303
LTV1	96.39408465
ZC2HC1B	1.927881693
PLAGL1	81.93497195
HYMAI	22.17063947
SF3B5	182.18482
STX11	668.0110066
UTRN	4827.415759
EPM2A	58.80039164
LOC100507557	27.95428455
FBXO30	362.4417583
SHPRH	536.9150515
GRM1	1.927881693
RAB32	314.244716
LOC101928661	1
ADGB	4.819704232
KATNBL1P6	1
STXBP5-AS1	27.95428455
STXBP5	1836.307313
SAMD5	1
SASH1	53.9806874
UST	31.81004793
LOC100128176	9.639408465
TAB2	1040.092173
SUMO4	72.29556349
ZC3H12D	105.0695523
PPIL4	296.8937807
GINM1	160.0141805
RPS18P9	24.09852116
KATNA1	127.2401917
LATS1	323.8841244
NUP43	264.1197919
PCMT1	397.1436288
LRP11	25.06246201
RAET1E	1
RAET1G	1
ULBP2	1
ULBP1	1
RAET1K	1
RAET1L	1
ULBP3	1
PPP1R14C	5.783645079
IYD	1
PLEKHG1	79.04314941
MTHFD1L	19.27881693
LOC102723831	1
AKAP12	122.4204875
ZBTB2	153.2665946
RMND1	82.8989128
ARMT1	228.4539806
CCDC170	65.54797756
ESR1	17.35093524
SYNE1	4495.820108
SYNE1-AS1	3.855763386
MYCT1	34.70187047
VIP	2.891822539
FBXO5	45.30521978
MTRF1L	179.2929974
RGS17	9.639408465
OPRM1	8.675467618
IPCEF1	646.804308
CNKSR3	4.819704232
SCAF8	921.5274492
MIR1273C	1.927881693
TIAM2	43.37733809
TFB1M	77.11526772
CLDN20	22.17063947
NOX3	1
MIR1202	1
ARID1B	371.1172259
MIR4466	1
TMEM242	73.25950433
ZDHHC14	14.4591127
MIR3692	1
SNX9	162.9060031
SYNJ2	121.4565467
SYNJ2-IT1	1
SERAC1	92.53832126
GTF2H5	43.37733809
TULP4	199.5357552
TMEM181	485.8261866
MIR7161	13.49517185
DYNLT1	265.0837328
SYTL3	277.6149638
EZR	919.5995676
EZR-AS1	1.927881693
OSTCP1	1
C6orf99	1
RSPH3	37.59369301
TAGAP	1928.845634
LOC101929122	1
FNDC1	1
LOC102724053	1
SOD2	9852.439392
WTAP	999.6066578
LOC100129518	12.531231
ACAT2	62.65615502
TCP1	678.6143559
SNORA20	1
SNORA29	6.747585925
MRPL18	106.0334931
PNLDC1	4.819704232
MAS1	1
IGF2R	4835.127286
AIRN	43.37733809
LOC729603	162.9060031
SLC22A1	33.73792963
SLC22A2	1
SLC22A3	2.891822539
LPAL2	35.66581132
LPA	1
PLG	1
MAP3K4	339.307178
AGPAT4	163.8699439
AGPAT4-IT1	22.17063947
PARK2	17.35093524
PACRG	2.891822539
LOC101929239	1
LOC729658	3.855763386
PACRG-AS1	1
DKFZp451B082	1
CAHM	11.56729016
QKI	2989.180565
MEAT6	1
C6orf118	1
PDE10A	1
LINC00473	1
LINC00602	1
T	1
LOC101929297	8.675467618
PRR18	1
SFT2D1	215.9227496
LOC100289495	4.819704232
MPC1	163.8699439
RPS6KA2	67.47585925
RPS6KA2-IT1	1.927881693
MIR1913	1
RPS6KA2-AS1	9.639408465
RNASET2	1409.281518
MIR3939	29.88216624
FGFR1OP	182.18482
CCR6	162.9060031
GPR31	1
TCP10L2	1
UNC93A	1
TTLL2	4.819704232
TCP10	1
LOC401286	1
LOC441178	1
LINC01558	1
MLLT4-AS1	1
MLLT4	155.1944763
HGC6.3	1
KIF25-AS1	1
KIF25	1
FRMD1	1
LOC101929420	1
DACT2	1
SMOC2	1.927881693
LOC101929504	1
THBS2	3.855763386
WDR27	44.34127894
C6orf120	332.559592
PHF10	169.653589
TCTE3	3.855763386
ERMARD	120.4926058
LINC00242	1
LINC00574	1
LOC102724511	1
LOC154449	1
LOC285804	1.927881693
FLJ38122	16.38699439
DLL1	9.639408465
FAM120B	492.5737726
MIR4644	4.819704232
PSMB1	326.775947
TBP	43.37733809
PDCD2	379.7926935
LOC100507642	26.9903437
FAM20C	38.55763386
WI2-2373I1.2	1
LOC442497	1
PDGFA	77.11526772
HRAT92	20.24275778
PRKAR1B	40.48551555
LOC101926963	18.31487608
DNAAF5	22.17063947
SUN1	288.2183131
GET4	115.6729016
ADAP1	209.1751637
COX19	203.3915186
CYP2W1	1
C7orf50	56.87250994
MIR339	1
GPR146	110.8531973
GPER1	10.60334931
ZFAND2A	38.55763386
LOC101927021	12.531231
UNCX	1
MICALL2	4.819704232
INTS1	108.9253157
MAFK	66.51191841
TMEM184A	3.855763386
PSMG3	82.8989128
PSMG3-AS1	6.747585925
TFAMP1	1
ELFN1	1
ELFN1-AS1	1
MAD1L1	131.0959551
MIR4655	1.927881693
FTSJ2	83.86285364
NUDT1	34.70187047
SNX8	36.62975217
EIF3B	653.5518939
CHST12	42.41339725
LOC101927181	10.60334931
GRIFIN	1
LFNG	621.741846
MIR4648	1
BRAT1	124.3483692
IQCE	127.2401917
TTYH3	55.9085691
AMZ1	2.891822539
GNA12	107.9613748
CARD11	185.0766425
LOC100129603	1
SDK1	5.783645079
FOXK1	116.6368424
AP5Z1	129.1680734
MIR4656	1
RADIL	2.891822539
PAPOLB	1
MMD2	1
RNF216P1	37.59369301
RBAK	230.3818623
RBAKDN	1
ZNF890P	7.711526772
WIPI2	537.8789923
SLC29A4	1
TNRC18	142.6632453
FBXL18	19.27881693
MIR589	2.891822539
LOC221946	11.56729016
ACTB	11595.24444
FSCN1	4.819704232
RNF216	470.4031331
RNF216-IT1	2.891822539
MIR6874	1
ZNF815P	41.4494564
OCM	2.891822539
CCZ1	101.2137889
PMS2	97.3580255
AIMP2	19.27881693
EIF2AK1	1608.817273
ANKRD61	21.20669862
USP42	71.33162264
CYTH3	66.51191841
FAM220A	79.04314941
RAC1	855.9794717
DAGLB	197.6078735
KDELR2	274.7231412
GRID2IP	9.639408465
ZDHHC4	80.97103111
C7orf26	78.07920857
ZNF853	13.49517185
ZNF316	125.31231
ZNF12	491.6098317
PMS2CL	45.30521978
CCZ1B	67.47585925
LOC100131257	17.35093524
C1GALT1	648.7321897
LOC101927354	7.711526772
COL28A1	3.855763386
LOC101927391	4.819704232
MIOS	251.5885609
RPA3	69.40374095
UMAD1	101.2137889
LOC100505921	6.747585925
GLCCI1	183.1487608
ICA1	27.95428455
LOC100505938	1
NXPH1	1
PER4	1
NDUFA4	221.7063947
PHF14	374.9729893
THSD7A	13.49517185
TMEM106B	572.5808628
VWDE	26.02640286
SCIN	1
ARL4A	348.9465864
ETV1	2.891822539
DGKB	1
AGMO	4.819704232
MEOX2	1
MEOX2-AS1	1
ISPD	41.4494564
ISPD-AS1	6.747585925
SOSTDC1	1
LRRC72	1
ANKMY2	110.8531973
BZW2	129.1680734
TSPAN13	52.05280571
AGR2	1.927881693
AGR3	1
AHR	1482.541022
KCCAT333	1
LOC101927630	1
SNX13	1115.279559
PRPS1L1	1
HDAC9	424.1339725
MIR1302-6	1
TWIST1	1
FERD3L	1
TWISTNB	105.0695523
MIR3146	1
TMEM196	1
LOC101927668	1
MACC1	6.747585925
MACC1-AS1	1
LOC101927769	1
LOC101927811	1
ITGB8	77.11526772
ABCB5	4.819704232
SP8	1
RPL23P8	1.927881693
LINC01162	1
SP4	459.7997838
MIR1183	1
DNAH11	25.06246201
CDCA7L	124.3483692
RAPGEF5	7.711526772
STEAP1B	7.711526772
LOC100506178	9.639408465
LOC401312	4.819704232
LOC541472	1.927881693
IL6	1.927881693
TOMM7	172.5454115
SNORD93	1
FAM126A	490.6458909
KLHL7-AS1	5.783645079
KLHL7	189.8963468
NUPL2	138.8074819
GPNMB	10.60334931
MALSU1	70.36768179
IGF2BP3	95.4301438
RPS2P32	7.711526772
TRA2A	526.3117022
CLK2P1	1
CCDC126	158.0862988
FAM221A	20.24275778
STK31	4.819704232
NPY	1
MPP6	191.8242285
DFNA5	12.531231
OSBPL3	282.434668
CYCS	389.432102
C7orf31	13.49517185
NPVF	1
MIR148A	1
NFE2L3	612.1024375
HNRNPA2B1	1472.901613
CBX3	584.148153
SNX10	1472.901613
LOC441204	1
KIAA0087	1
C7orf71	29.88216624
SKAP2	756.6935645
HOXA1	3.855763386
HOTAIRM1	48.19704232
HOXA2	13.49517185
HOXA3	3.855763386
HOXA-AS2	1.927881693
HOXA4	1
HOXA-AS3	1
HOXA5	1
HOXA6	1
HOXA7	1
HOXA9	1
HOXA10-AS	1
HOXA10	1.927881693
HOXA11	1
HOXA11-AS	1
HOXA13	1
HOTTIP	1.927881693
EVX1-AS	1
EVX1	1
HIBADH	67.47585925
TSL	19.27881693
TAX1BP1	1219.385171
JAZF1	598.6072657
JAZF1-AS1	1
CREB5	1909.566817
TRIL	1.927881693
LOC100506497	19.27881693
CPVL	1710.995003
LOC101928168	1
CHN2	153.2665946
LOC102724484	28.91822539
PRR15	1
LOC646762	8.675467618
MIR550A3	1
DPY19L2P3	1
WIPF3	1
SCRN1	199.5357552
FKBP14	43.37733809
PLEKHA8	186.0405834
MTURN	1160.584779
ZNRF2	373.0451076
DKFZP586I1420	289.1822539
LINC01176	29.88216624
NOD1	105.0695523
GGCT	46.26916063
LOC401320	523.4198796
GARS	219.778513
CRHR2	3.855763386
INMT	1
INMT-FAM188B	1
FAM188B	1
AQP1	40.48551555
GHRHR	1
ADCYAP1R1	1
NEUROD6	1
CCDC129	1
PPP1R17	3.855763386
PDE1C	2.891822539
LOC100130673	1
LSM5	54.94462825
AVL9	837.6645956
DPY19L1P1	85.79073534
ZNRF2P1	5.783645079
LINC00997	1.927881693
KBTBD2	1076.721926
RP9P	9.639408465
FKBP9	15.42305354
NT5C3A	498.3574176
RP9	31.81004793
BBS9	177.3651158
BMPER	1
NPSR1-AS1	1
NPSR1	1.927881693
DPY19L1	264.1197919
DPY19L2P1	1
TBX20	1
LOC401324	2.891822539
HERPUD2	431.8454992
LOC100506725	1
SEPT7-AS1	13.49517185
Sep-07	1787.146329
LOC101928618	1
EEPD1	127.2401917
KIAA0895	10.60334931
ANLN	46.26916063
AOAH	1375.543588
AOAH-IT1	55.9085691
ELMO1	833.8088322
MIR1200	6.747585925
ELMO1-AS1	10.60334931
GPR141	85.79073534
NME8	63.62009587
